LAD13CD,LAD13CDO,LAD13NM,FLUOCC,C_LAT,C_LON,TOTALOCC,RATE
S12000026,00QE,Scottish Borders,0,55.57651070934067,-2.787726864868426,0,NA
S12000027,00RD,Shetland Islands,0,60.39636553403721,-1.2525174331323803,0,NA
S12000028,00RE,South Ayrshire,0,55.26879227343175,-4.6886352905029245,0,NA
S12000029,00RF,South Lanarkshire,0,55.612873921188566,-3.8110641101716953,0,NA
S12000030,00RG,Stirling,0,56.24436560843082,-4.341023472290615,0,NA
S12000033,00QA,Aberdeen City,0,57.15586167616574,-2.1735868650051824,0,NA
S12000034,00QB,Aberdeenshire,0,57.241965304182536,-2.6292338498533607,0,NA
S12000035,00QD,Argyll and Bute,0,56.12361133884895,-5.501565836056191,0,NA
S12000036,00QP,City of Edinburgh,0,55.92657526455772,-3.2883809685487484,0,NA
S12000038,00RC,Renfrewshire,0,55.84786565885073,-4.542792002363529,0,NA
S12000039,00QG,West Dunbartonshire,0,55.98496247746459,-4.5177200507390936,0,NA
S12000040,00RH,West Lothian,0,55.88507244989754,-3.5737940497251355,0,NA
S12000041,00QC,Angus,0,56.72408459835614,-2.9177439113118293,0,NA
S12000042,00QJ,Dundee City,0,56.47724363986981,-2.969542648405357,0,NA
S12000044,00QZ,North Lanarkshire,0,55.874873794062,-3.948430273362755,0,NA
S12000045,00QL,East Dunbartonshire,0,55.95607680515709,-4.225590058705449,0,NA
S12000046,00QS,Glasgow City,0,55.857939634486804,-4.253084184284961,0,NA
W06000001,00NA,Isle of Anglesey,0,53.28572113469285,-4.374457402733256,0,NA
W06000002,00NC,Gwynedd,0,52.894844276656556,-4.024659121651271,0,NA
W06000003,00NE,Conwy,0,53.14095399936228,-3.7365180048464066,0,NA
W06000004,00NG,Denbighshire,0,53.09214548809804,-3.354299102542915,0,NA
W06000005,00NJ,Flintshire,0,53.21789548561857,-3.1633583072285814,0,NA
W06000006,00NL,Wrexham,0,52.990246520380396,-3.0177299632972057,0,NA
W06000008,00NQ,Ceredigion,0,52.25592780889503,-4.072237537233121,0,NA
W06000009,00NS,Pembrokeshire,0,51.85376003070739,-4.887163029922334,0,NA
W06000010,00NU,Carmarthenshire,0,51.89973736788154,-4.162748102385893,0,NA
W06000011,00NX,Swansea,0,51.64156286494865,-4.061252397244013,0,NA
W06000012,00NZ,Neath Port Talbot,0,51.679724871155564,-3.7434553321455146,0,NA
W06000013,00PB,Bridgend,0,51.55576410345991,-3.600446025897962,0,NA
W06000014,00PD,Vale of Glamorgan,0,51.44470418464034,-3.399217592841341,0,NA
W06000015,00PT,Cardiff,0,51.50838036284868,-3.19958429415843,0,NA
W06000016,00PF,Rhondda Cynon Taf,0,51.65039217243412,-3.4357390500577587,0,NA
W06000018,00PK,Caerphilly,0,51.65328275655254,-3.2050051036899836,0,NA
W06000019,00PL,Blaenau Gwent,0,51.766708282780215,-3.1938998983632123,0,NA
W06000020,00PM,Torfaen,0,51.698590132791765,-3.0535065846712124,0,NA
W06000021,00PP,Monmouthshire,0,51.75792886350193,-2.867601174685146,0,NA
W06000022,00PR,Newport,0,51.57362550300939,-2.961931778323002,0,NA
W06000023,00NN,Powys,0,52.32559069799245,-3.4097965108865154,0,NA
W06000024,00PH,Merthyr Tydfil,0,51.74093468243875,-3.36115776132874,0,NA
